iter	Passed	Remaining
189	1889	5421
190	1900	5412
191	1907	5394
192	1916	5381
193	1924	5367
194	1932	5351
195	1941	5339
196	1949	5323
197	1958	5312
198	1966	5297
199	1974	5282
200	1985	5276
201	1994	5262
202	2002	5248
203	2012	5238
204	2021	5225
205	2030	5213
206	2038	5199
207	2045	5182
208	2055	5173
209	2063	5159
210	2074	5152
211	2082	5137
212	2092	5127
213	2101	5115
214	2109	5102
215	2121	5097
216	2130	5085
217	2140	5076
218	2147	5060
219	2157	5051
220	2167	5042
221	2177	5031
222	2187	5021
223	2196	5011
224	2208	5004
225	2220	5001
226	2230	4990
227	2238	4978
228	2248	4967
229	2257	4956
230	2268	4950
231	2277	4937
232	2287	4927
233	2294	4912
234	2302	4899
235	2311	4887
236	2321	4878
237	2329	4863
238	2339	4854
239	2347	4841
240	2359	4836
241	2368	4825
242	2377	4813
243	2387	4805
244	2395	4791
245	2406	4784
246	2416	4773
247	2424	4760
248	2433	4748
249	2442	4737
250	2453	4731
251	2461	4718
252	2472	4709
253	2479	4695
254	2489	4686
255	2502	4682
256	2509	4667
257	2518	4656
258	2526	4643
259	2534	4630
260	2544	4620
261	2556	4615
262	2565	4603
263	2574	4593
264	2583	4582
265	2593	4572
266	2601	4560
267	2609	4546
268	2619	4537
269	2626	4523
270	2640	4521
271	2650	4511
272	2658	4498
273	2666	4486
274	2673	4472
275	2685	4466
276	2694	4454
277	2702	4442
278	2709	4429
279	2720	4421
280	2731	4413
281	2739	4400
282	2748	4390
283	2756	4377
284	2765	4367
285	2776	4359
286	2787	4350
287	2795	4338
288	2804	4327
289	2811	4314
290	2823	4308
291	2832	4297
292	2841	4286
293	2851	4276
294	2860	4265
295	2870	4257
296	2881	4249
297	2889	4237
298	2898	4226
299	2906	4214
300	2917	4207
301	2926	4195
302	2934	4184
303	2942	4172
304	2954	4165
305	2964	4156
306	2973	4146
307	2984	4137
308	2992	4125
309	3001	4115
310	3010	4104
311	3020	4095
312	3028	4083
313	3036	4071
314	3047	4063
315	3057	4053
316	3066	4043
317	3074	4032
318	3083	4021
319	3094	4013
320	3105	4005
321	3115	3995
322	3124	3985
323	3132	3973
324	3141	3962
325	3150	3953
326	3158	3940
327	3167	3930
328	3174	3917
329	3184	3908
330	3194	3898
331	3203	3888
332	3212	3878
333	3220	3867
334	3229	3855
335	3240	3848
336	3251	3840
337	3259	3828
338	3268	3817
339	3275	3805
340	3287	3799
341	3296	3788
342	3305	3777
343	3313	3766
344	3321	3755
345	3331	3745
346	3338	3733
347	3349	3724
348	3356	3712
349	3366	3702
350	3374	3692
351	3385	3683
352	3392	3671
353	3401	3660
354	3408	3648
355	3419	3640
356	3427	3629
357	3436	3618
358	3446	3609
359	3453	3597
360	3463	3588
361	3471	3577
362	3481	3567
363	3489	3556
364	3498	3546
365	3508	3536
366	3518	3527
367	3526	3517
368	3534	3506
369	3542	3494
370	3554	3487
371	3564	3478
372	3571	3466
373	3581	3456
374	3588	3445
375	3600	3437
376	3608	3426
377	3617	3416
378	3625	3405
379	3633	3394
380	3644	3386
381	3651	3374
382	3659	3363
383	3667	3352
384	3674	3340
385	3685	3332
386	3693	3321
387	3700	3309
388	3710	3300
389	3717	3288
390	3727	3279
391	3734	3267
392	3741	3255
393	3750	3245
394	3758	3235
395	3768	3225
396	3778	3217
397	3786	3205
398	3794	3195
399	3800	3183
400	3811	3174
401	3818	3162
402	3825	3151
403	3833	3140
404	3839	3128
405	3849	3119
406	3860	3111
407	3867	3099
408	3877	3090
409	3884	3079
410	3895	3070
411	3902	3059
412	3912	3050
413	3921	3040
414	3930	3030
415	3939	3020
416	3949	3011
417	3957	3001
418	3965	2990
419	3972	2979
420	3984	2971
421	3994	2962
422	4003	2953
423	4013	2943
424	4020	2932
425	4030	2923
426	4039	2914
427	4058	2911
428	4070	2903
429	4079	2893
430	4089	2884
431	4097	2873
432	4104	2862
433	4114	2853
434	4120	2841
435	4131	2833
436	4139	2822
437	4148	2813
438	4155	2801
439	4163	2791
440	4171	2781
441	4180	2771
442	4187	2760
443	4196	2750
444	4203	2739
445	4213	2730
446	4220	2719
447	4228	2709
448	4235	2698
449	4244	2687
450	4252	2677
451	4260	2667
452	4266	2656
453	4275	2646
454	4284	2636
455	4296	2628
456	4302	2617
457	4311	2607
458	4317	2596
459	4324	2585
460	4334	2576
461	4342	2566
462	4349	2555
463	4358	2545
464	4366	2535
465	4376	2526
466	4382	2515
467	4390	2504
468	4396	2493
469	4403	2482
470	4413	2473
471	4420	2463
472	4428	2453
473	4436	2442
474	4445	2433
475	4454	2424
476	4462	2413
477	4469	2403
478	4478	2393
479	4485	2383
480	4496	2374
481	4503	2363
482	4512	2354
483	4520	2344
484	4529	2334
485	4539	2325
486	4547	2315
487	4555	2305
488	4564	2296
489	4573	2286
490	4581	2276
491	4590	2267
492	4597	2256
493	4606	2247
494	4613	2236
495	4622	2227
496	4630	2217
497	4640	2208
498	4647	2198
499	4655	2188
500	4663	2178
501	4672	2168
502	4680	2158
503	4687	2148
504	4695	2138
505	4704	2129
506	4712	2119
507	4719	2109
508	4729	2099
509	4736	2089
510	4745	2080
511	4751	2069
512	4760	2059
513	4766	2049
514	4775	2040
515	4785	2031
516	4794	2021
517	4802	2011
518	4809	2001
519	4816	1991
520	4826	1982
521	4833	1972
522	4842	1962
523	4849	1952
524	4856	1942
525	4865	1933
526	4874	1923
527	4881	1913
528	4889	1904
529	4896	1893
530	4906	1884
531	4912	1874
532	4921	1865
533	4927	1854
534	4934	1844
535	4943	1835
536	4951	1825
537	4958	1815
538	4966	1805
539	4975	1796
540	4984	1787
541	4992	1777
542	4998	1767
543	5006	1757
544	5013	1747
545	5024	1739
546	5032	1729
547	5041	1720
548	5048	1710
549	5057	1701
550	5066	1691
551	5076	1683
552	5084	1673
553	5093	1664
554	5103	1655
555	5114	1646
556	5123	1637
557	5133	1628
558	5143	1619
559	5151	1609
560	5161	1600
561	5170	1591
562	5178	1581
563	5187	1572
564	5195	1563
565	5207	1554
566	5215	1545
567	5225	1536
568	5232	1526
569	5242	1517
570	5251	1508
571	5260	1499
572	5271	1490
573	5278	1480
574	5288	1471
575	5298	1462
576	5308	1453
577	5316	1444
578	5326	1435
579	5333	1425
580	5346	1417
581	5357	1408
582	5365	1398
583	5381	1391
584	5391	1382
585	5399	1373
586	5409	1363
587	5417	1354
588	5425	1344
589	5437	1336
590	5448	1327
591	5456	1318
592	5465	1308
593	5476	1299
594	5485	1290
595	5496	1281
596	5505	1272
597	5513	1263
598	5523	1253
599	5532	1244
600	5544	1236
601	5556	1227
602	5564	1218
603	5576	1209
604	5586	1200
605	5595	1191
606	5604	1181
607	5612	1172
608	5623	1163
609	5632	1154
610	5645	1145
611	5655	1136
612	5663	1127
613	5673	1118
614	5681	1108
615	5691	1099
616	5701	1090
617	5709	1080
618	5719	1071
619	5728	1062
620	5740	1053
621	5749	1044
622	5757	1035
623	5768	1026
624	5777	1016
625	5787	1007
626	5796	998
627	5806	989
628	5815	979
629	5823	970
630	5834	961
631	5842	952
632	5851	942
633	5859	933
634	5869	924
635	5877	914
636	5888	905
637	5896	896
638	5907	887
639	5915	878
640	5925	868
641	5935	859
642	5944	850
643	5954	841
644	5963	832
645	5974	823
646	5983	813
647	5990	804
648	5997	794
649	6007	785
650	6016	776
651	6025	767
652	6033	757
653	6040	748
654	6050	738
655	6059	729
656	6069	720
657	6078	711
658	6087	702
659	6094	692
660	6105	683
661	6112	674
662	6121	664
663	6130	655
664	6140	646
665	6152	637
666	6160	628
667	6170	618
668	6178	609
669	6187	600
670	6196	591
671	6207	581
672	6217	572
673	6225	563
674	6234	554
675	6243	544
676	6252	535
677	6260	526
678	6268	517
679	6275	507
680	6285	498
681	6292	489
682	6303	479
683	6310	470
684	6317	461
685	6327	451
686	6337	442
687	6347	433
688	6355	424
689	6365	415
690	6376	406
691	6384	396
692	6391	387
693	6401	378
694	6408	368
695	6419	359
696	6427	350
697	6437	341
698	6445	331
699	6454	322
700	6465	313
701	6472	304
702	6480	294
703	6488	285
704	6498	276
705	6505	267
706	6514	258
707	6522	248
708	6532	239
709	6539	230
710	6550	221
711	6559	211
712	6569	202
713	6576	193
714	6584	184
715	6593	174
716	6602	165
717	6610	156
718	6618	147
719	6625	138
720	6636	128
721	6642	119
722	6651	110
723	6659	101
724	6668	91
725	6677	82
726	6685	73
727	6692	64
728	6701	55
729	6709	45
730	6718	36
731	6728	27
732	6737	18
733	6745	9
734	6753	0
