iter	Passed	Remaining
758	12414	3238
759	12431	3222
760	12445	3205
761	12470	3191
762	12484	3174
763	12502	3158
764	12518	3142
765	12536	3125
766	12550	3108
767	12568	3093
768	12589	3077
769	12607	3061
770	12627	3046
771	12643	3029
772	12664	3014
773	12679	2997
774	12699	2982
775	12713	2965
776	12732	2949
777	12747	2932
778	12763	2916
779	12778	2899
780	12793	2882
781	12807	2866
782	12822	2849
783	12840	2833
784	12856	2817
785	12873	2800
786	12886	2783
787	12902	2767
788	12915	2750
789	12931	2733
790	12947	2717
791	12962	2700
792	12976	2683
793	12990	2666
794	13003	2649
795	13017	2632
796	13032	2616
797	13047	2599
798	13062	2583
799	13077	2566
800	13094	2550
801	13110	2533
802	13126	2517
803	13139	2500
804	13159	2484
805	13176	2468
806	13192	2452
807	13206	2435
808	13220	2418
809	13235	2402
810	13254	2386
811	13273	2370
812	13288	2353
813	13304	2337
814	13318	2320
815	13339	2304
816	13358	2289
817	13374	2272
818	13391	2256
819	13404	2239
820	13420	2223
821	13434	2206
822	13448	2189
823	13467	2173
824	13483	2157
825	13499	2140
826	13513	2124
827	13528	2107
828	13542	2091
829	13557	2074
830	13571	2057
831	13588	2041
832	13603	2024
833	13618	2008
834	13632	1991
835	13646	1975
836	13664	1959
837	13677	1942
838	13692	1925
839	13707	1909
840	13726	1893
841	13740	1876
842	13758	1860
843	13776	1844
844	13796	1828
845	13812	1812
846	13832	1796
847	13847	1779
848	13864	1763
849	13881	1747
850	13901	1731
851	13914	1714
852	13931	1698
853	13946	1682
854	13964	1665
855	13978	1649
856	13994	1633
857	14012	1616
858	14031	1600
859	14046	1584
860	14063	1568
861	14076	1551
862	14105	1536
863	14121	1520
864	14135	1503
865	14152	1487
866	14166	1470
867	14181	1454
868	14199	1437
869	14216	1421
870	14231	1405
871	14244	1388
872	14263	1372
873	14277	1355
874	14297	1339
875	14313	1323
876	14329	1307
877	14343	1290
878	14359	1274
879	14372	1257
880	14390	1241
881	14404	1224
882	14418	1208
883	14434	1191
884	14450	1175
885	14465	1159
886	14479	1142
887	14496	1126
888	14510	1109
889	14528	1093
890	14543	1077
891	14570	1061
892	14586	1045
893	14602	1029
894	14618	1012
895	14634	996
896	14651	980
897	14666	963
898	14681	947
899	14694	930
900	14710	914
901	14729	898
902	14743	881
903	14758	865
904	14773	848
905	14791	832
906	14805	816
907	14823	799
908	14837	783
909	14854	767
910	14870	750
911	14886	734
912	14900	718
913	14916	701
914	14930	685
915	14947	669
916	14961	652
917	14977	636
918	14993	619
919	15006	603
920	15023	587
921	15037	570
922	15053	554
923	15069	538
924	15085	521
925	15101	505
926	15117	489
927	15130	472
928	15146	456
929	15162	440
930	15177	423
931	15192	407
932	15206	391
933	15222	374
934	15236	358
935	15253	342
936	15267	325
937	15281	309
938	15297	293
939	15312	276
940	15328	260
941	15342	244
942	15358	228
943	15373	211
944	15389	195
945	15404	179
946	15419	162
947	15432	146
948	15446	130
949	15461	113
950	15480	97
951	15495	81
952	15512	65
953	15527	48
954	15542	32
955	15559	16
956	15574	0
