iter	Logloss
225	0.3788810886
226	0.3787964233
227	0.3787098212
228	0.378621212
229	0.3785449478
230	0.3784616175
231	0.3783804192
232	0.3783021918
233	0.3782207105
234	0.3781392555
235	0.3780570501
236	0.3779789957
237	0.3779145506
238	0.3778352691
239	0.3777535634
240	0.3776827185
241	0.3776121654
242	0.3775410463
243	0.377470026
244	0.3774002084
245	0.3773450653
246	0.3772760825
247	0.3772093046
248	0.3771515533
249	0.3770910711
250	0.3770297948
251	0.3769618392
252	0.3768956719
253	0.3768315564
254	0.3767748399
255	0.3767188047
256	0.3766507772
257	0.3765941564
258	0.3765359686
259	0.3764714288
260	0.3764152746
261	0.3763600477
262	0.3762935908
263	0.3762321318
264	0.3761751616
265	0.3761162877
266	0.3760574959
267	0.3760079318
268	0.3759598614
269	0.3759074218
270	0.3758528444
271	0.3757947084
272	0.3757464037
273	0.3757055896
274	0.3756484063
275	0.3755994728
276	0.3755518471
277	0.3755097728
278	0.3754564875
279	0.3754063897
280	0.3753604474
281	0.3753121466
282	0.3752642457
283	0.3752237367
284	0.3751804899
285	0.375133973
286	0.3750956538
287	0.3750652198
288	0.3750364275
289	0.3749881489
290	0.3749536425
291	0.3749233104
292	0.3748759539
293	0.37483341
294	0.3747955246
295	0.3747551183
296	0.3747230436
297	0.3746829858
298	0.3746496347
299	0.3746146674
300	0.3745788943
301	0.3745506585
302	0.3745121829
303	0.3744732048
304	0.3744458843
305	0.3743981522
306	0.3743678666
307	0.3743281459
308	0.374299151
309	0.3742734071
310	0.3742463463
311	0.3742227109
312	0.3741944233
313	0.3741694992
314	0.3741316156
315	0.3741060626
316	0.3740728551
317	0.3740446098
318	0.3740093471
319	0.3739944281
320	0.3739631689
321	0.3739387706
322	0.3739170105
323	0.3738876591
324	0.3738478269
325	0.3738136555
326	0.3737785867
327	0.373760172
328	0.3737488368
329	0.3737157912
330	0.3736962178
331	0.3736654652
332	0.3736355741
333	0.3736073472
334	0.3735770491
335	0.3735460192
336	0.3735117481
337	0.3734892584
338	0.3734626591
339	0.3734402538
340	0.3734109488
341	0.3733866948
342	0.3733620765
343	0.3733366223
344	0.3733088226
345	0.3732764937
346	0.3732420588
347	0.3732144576
348	0.373200928
349	0.3731742826
350	0.3731633568
351	0.3731343749
352	0.3731058356
353	0.3730783911
354	0.373059359
355	0.3730445842
356	0.3730215352
357	0.3730142677
358	0.3730025018
359	0.3729770651
360	0.3729581391
361	0.372943183
362	0.3729224549
363	0.3729105015
364	0.3728905326
365	0.3728678262
366	0.3728512936
367	0.3728231931
368	0.3728074713
369	0.372781875
370	0.3727528372
371	0.3727275363
372	0.3727075171
373	0.3726865315
374	0.3726659661
375	0.3726456291
376	0.3726326274
377	0.3726105342
378	0.3725840179
379	0.3725587899
380	0.3725295145
381	0.3725037033
382	0.3724811298
383	0.3724622594
384	0.3724428409
385	0.3724178473
386	0.3724027054
387	0.3723840948
388	0.3723736359
389	0.3723629517
390	0.3723418125
391	0.3723286976
392	0.372309474
393	0.3722862498
394	0.3722720172
395	0.3722578714
396	0.3722473065
397	0.3722294517
398	0.3722067932
399	0.3721869168
400	0.3721829787
401	0.3721764289
402	0.3721473297
403	0.3721279578
404	0.3721114354
405	0.372104411
406	0.3720842065
407	0.3720625973
408	0.3720332277
409	0.3720083365
410	0.3719937326
411	0.3719770641
412	0.3719582572
413	0.3719455006
414	0.3719256372
415	0.3718960718
416	0.371882201
417	0.371862293
418	0.3718414069
419	0.371820805
420	0.3718115074
421	0.371799607
422	0.3717886263
423	0.3717716216
424	0.3717470558
425	0.3717345072
426	0.3717182877
427	0.3716999544
428	0.371694901
429	0.3716747164
430	0.3716534574
431	0.3716403319
432	0.3716318921
433	0.3716220663
434	0.3716038077
435	0.3715915691
436	0.3715822133
437	0.3715587569
438	0.3715392155
439	0.3715318512
440	0.3715228712
441	0.3715141418
442	0.3714977198
443	0.3714810256
444	0.371475287
445	0.3714614475
446	0.3714499748
447	0.3714400199
448	0.3714328129
449	0.3714131659
450	0.3713967232
451	0.3713804129
452	0.3713618563
453	0.3713511406
454	0.3713373033
455	0.3713231604
456	0.371317551
457	0.3713073735
458	0.3712865704
459	0.3712797037
460	0.3712706932
461	0.3712653281
462	0.3712565522
463	0.3712374288
464	0.3712175686
465	0.3712051572
466	0.3711945771
467	0.3711772924
468	0.371168188
469	0.3711555243
470	0.3711379101
471	0.3711258495
472	0.3711093377
473	0.371096271
474	0.3710872278
475	0.3710842274
476	0.3710677797
477	0.3710523664
478	0.3710432816
479	0.3710301226
480	0.3710260461
481	0.371013472
482	0.3709962874
483	0.3709873653
484	0.3709765441
485	0.3709607445
486	0.3709421893
487	0.3709212859
488	0.3709151829
489	0.3709050059
490	0.3708916005
491	0.3708760594
492	0.3708492044
493	0.3708439818
494	0.3708224831
495	0.3708162507
496	0.3708103052
497	0.3707954441
498	0.3707790222
499	0.3707709518
500	0.3707614156
501	0.3707512494
502	0.3707389343
503	0.370716929
504	0.370702341
505	0.3706792636
506	0.3706708877
507	0.3706612379
508	0.370642458
509	0.3706322166
510	0.3706158761
511	0.3706083193
512	0.3706016473
513	0.3705924169
514	0.3705826258
515	0.3705645136
516	0.3705479037
517	0.3705396095
518	0.3705390075
519	0.3705243331
520	0.3705082836
521	0.3704958244
522	0.3704935562
523	0.3704824285
524	0.3704734745
525	0.370466241
526	0.3704621997
527	0.3704453074
528	0.3704336759
529	0.3704161506
530	0.3704043514
531	0.3703881795
532	0.3703852122
533	0.3703779165
534	0.3703612644
535	0.3703400902
536	0.3703331454
537	0.3703278552
538	0.3703119904
539	0.3702972544
540	0.3702929239
541	0.3702806507
542	0.3702681463
543	0.3702618159
544	0.3702466053
545	0.3702298157
546	0.3702216033
547	0.3702086289
548	0.3701987975
549	0.3701962701
550	0.3701853919
551	0.370180721
552	0.3701623316
553	0.3701577857
554	0.3701427319
555	0.3701286916
556	0.3701141854
557	0.3701100023
558	0.3701019927
559	0.3700885177
560	0.3700853804
561	0.3700719416
562	0.3700639249
563	0.3700487839
564	0.3700331975
565	0.3700299709
566	0.3700153671
567	0.3700063354
568	0.3699919057
569	0.3699857132
570	0.3699783599
571	0.3699622139
572	0.3699520166
573	0.3699408435
574	0.3699352592
575	0.369933539
576	0.3699263791
577	0.3699190119
578	0.3699083218
579	0.3698962209
580	0.3698853599
581	0.3698750826
582	0.3698642928
583	0.3698582583
584	0.3698495344
585	0.3698324216
586	0.3698186919
587	0.3698118689
588	0.3698106641
589	0.3697972365
590	0.3697914952
591	0.369784558
592	0.3697781547
593	0.3697649899
594	0.3697548526
595	0.3697432884
596	0.369728806
597	0.3697205523
598	0.3697092557
599	0.369702323
600	0.3696985822
601	0.3696756501
602	0.3696651505
603	0.3696496272
604	0.3696434624
605	0.3696377269
606	0.3696319446
607	0.3696208348
608	0.3696145233
609	0.3696080363
610	0.369600374
611	0.3695976153
612	0.3695807619
613	0.3695691911
614	0.3695641356
615	0.3695476281
616	0.3695421924
617	0.3695398023
618	0.3695286665
619	0.3695161028
620	0.3694977194
621	0.3694926448
622	0.3694761596
623	0.3694669882
624	0.3694562138
625	0.3694517607
626	0.3694437783
627	0.3694379743
628	0.3694290917
629	0.3694201615
630	0.3694118128
631	0.3694064754
632	0.3694011692
633	0.3693875913
634	0.3693755086
635	0.3693625092
636	0.3693488845
637	0.3693454566
638	0.3693331418
639	0.3693201591
640	0.3693110111
641	0.3693083862
642	0.3693042603
643	0.3692962145
644	0.3692898666
645	0.3692855933
646	0.3692686509
647	0.3692599737
648	0.3692439631
649	0.3692368436
650	0.3692210686
651	0.3692084523
652	0.3692010729
653	0.3691958108
654	0.3691917705
655	0.3691870473
656	0.3691866502
657	0.3691789908
658	0.3691697104
659	0.3691670456
660	0.3691603127
661	0.3691552534
662	0.3691473601
663	0.3691430319
664	0.3691409401
665	0.3691342848
666	0.3691293954
667	0.369118698
668	0.3691159378
669	0.3691155725
670	0.3691123272
671	0.3690988693
672	0.3690952802
673	0.3690926573
674	0.3690868449
675	0.3690790034
676	0.3690742404
677	0.3690626062
678	0.3690536005
679	0.3690478116
680	0.3690364152
681	0.3690287963
682	0.3690159574
683	0.3690107407
684	0.368994375
685	0.3689836441
686	0.3689823532
687	0.3689654278
688	0.3689533984
689	0.3689408416
690	0.3689338019
691	0.3689233818
692	0.3689137577
693	0.3689083276
694	0.368902818
695	0.3688870742
696	0.3688764445
697	0.3688673421
698	0.3688587065
699	0.3688545106
700	0.3688449945
701	0.3688407193
702	0.3688294432
703	0.3688219465
704	0.368808495
705	0.3688024281
706	0.3688004896
707	0.3688000579
708	0.3687941256
709	0.3687881544
710	0.3687855641
711	0.3687852631
712	0.3687818207
713	0.3687703002
714	0.3687658509
715	0.3687514587
716	0.3687450311
717	0.3687338631
718	0.3687328321
719	0.3687313222
720	0.3687259208
721	0.3687185889
722	0.3687071505
723	0.3687034195
724	0.3686982345
725	0.3686912395
726	0.368677115
727	0.3686711206
728	0.3686706941
729	0.368656666
730	0.3686540571
731	0.3686522259
732	0.3686475104
733	0.3686457983
734	0.3686329137
735	0.3686217969
736	0.3686142506
737	0.3686092801
738	0.3686079035
739	0.3686030596
740	0.368587976
741	0.3685829353
742	0.3685789866
743	0.3685723346
744	0.3685620261
745	0.3685611513
746	0.3685564003
747	0.3685504975
748	0.3685407056
749	0.3685290863
750	0.3685287892
751	0.3685232499
752	0.3685140107
753	0.368512495
754	0.3685086671
755	0.3685074833
756	0.3685054633
757	0.3684892186
758	0.3684814172
759	0.3684798902
760	0.3684743265
761	0.3684678225
762	0.3684511236
763	0.3684497721
764	0.3684461346
765	0.3684404075
766	0.3684390144
767	0.368428527
768	0.3684238512
769	0.3684114974
770	0.3683987889
771	0.3683971608
772	0.3683939382
773	0.3683737653
774	0.3683655402
775	0.3683510736
776	0.3683499721
777	0.3683408425
778	0.3683341641
779	0.3683285766
780	0.3683143313
781	0.3683116826
782	0.3683016829
783	0.3682917467
784	0.3682897058
785	0.3682872547
786	0.3682867159
787	0.3682766186
788	0.3682665526
789	0.3682636369
790	0.3682600464
791	0.3682592109
792	0.3682525233
793	0.3682506124
794	0.3682470114
795	0.368243379
796	0.3682327595
797	0.3682304818
798	0.3682252042
799	0.3682215886
800	0.3682009918
801	0.3681883542
802	0.3681700103
803	0.3681629859
804	0.3681546074
805	0.368147594
806	0.3681409473
807	0.3681381348
808	0.3681282278
809	0.3681171005
810	0.3681103719
811	0.3681009413
812	0.3680974336
813	0.3680780029
814	0.3680772484
815	0.3680646173
816	0.3680634217
817	0.3680577562
818	0.3680442382
819	0.368037027
820	0.3680276923
821	0.3680101011
822	0.3680075151
823	0.3679975035
824	0.3679939965
825	0.3679870583
826	0.3679780257
827	0.3679590319
828	0.3679476709
829	0.3679360145
830	0.3679267324
831	0.3679186686
832	0.3679082185
833	0.367901636
834	0.3679001798
835	0.3678958886
836	0.3678895313
837	0.3678840419
838	0.3678747256
839	0.3678739695
840	0.3678688471
841	0.3678636648
842	0.3678608324
843	0.367860422
844	0.3678595722
845	0.3678572642
846	0.3678570217
847	0.3678512242
848	0.3678441457
849	0.3678425156
850	0.3678412735
851	0.3678329894
852	0.3678292158
853	0.3678169419
854	0.3678052489
855	0.3678003682
856	0.3677947064
857	0.3677937751
858	0.3677892818
859	0.3677744135
860	0.3677721366
861	0.3677706438
862	0.367766194
863	0.3677593748
864	0.367750008
865	0.3677442623
866	0.3677389179
867	0.3677268264
868	0.3677132694
869	0.3677086205
870	0.3677080079
871	0.3677075851
872	0.3677044276
873	0.3676952405
874	0.3676871982
875	0.3676770002
876	0.3676621484
877	0.3676613835
878	0.3676579817
879	0.3676456024
880	0.3676410225
881	0.3676304399
882	0.3676182651
883	0.3676150252
884	0.3676143127
885	0.3676106849
886	0.3676061703
887	0.3676050733
888	0.3676012148
889	0.3675867647
890	0.3675750608
891	0.3675709873
892	0.367564616
893	0.3675544389
894	0.3675443627
895	0.3675416831
896	0.3675379871
897	0.36753548
898	0.3675268128
899	0.3675052929
900	0.3674954652
901	0.3674903277
902	0.36748211
903	0.3674721296
904	0.3674548107
905	0.367446275
906	0.3674353725
907	0.36741829
