iter	Passed	Remaining
807	8709	1077
808	8719	1067
809	8726	1055
810	8737	1044
811	8745	1033
812	8753	1022
813	8762	1011
814	8768	1000
815	8776	989
816	8781	978
817	8789	967
818	8799	956
819	8807	945
820	8814	934
821	8824	923
822	8830	912
823	8839	901
824	8845	889
825	8854	879
826	8863	868
827	8872	857
828	8881	846
829	8891	835
830	8900	824
831	8909	813
832	8918	803
833	8926	792
834	8934	781
835	8943	770
836	8952	759
837	8961	748
838	8971	737
839	8976	726
840	8985	715
841	8992	704
842	8999	693
843	9006	682
844	9012	671
845	9021	661
846	9026	650
847	9036	639
848	9048	628
849	9054	617
850	9061	606
851	9068	596
852	9075	585
853	9083	574
854	9094	563
855	9103	552
856	9112	542
857	9118	531
858	9125	520
859	9134	509
860	9142	499
861	9149	488
862	9156	477
863	9167	466
864	9176	456
865	9184	445
866	9193	434
867	9202	424
868	9211	413
869	9218	402
870	9223	391
871	9231	381
872	9238	370
873	9248	359
874	9256	349
875	9264	338
876	9273	327
877	9281	317
878	9288	306
879	9296	295
880	9304	285
881	9314	274
882	9322	263
883	9330	253
884	9336	242
885	9342	231
886	9350	221
887	9360	210
888	9367	200
889	9375	189
890	9384	179
891	9391	168
892	9401	157
893	9410	147
894	9419	136
895	9425	126
896	9433	115
897	9438	105
898	9446	94
899	9455	84
900	9464	73
901	9469	62
902	9479	52
903	9490	41
904	9500	31
905	9510	20
906	9520	10
907	9529	0
